City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Yendi,GH,9.4427,-0.0099,79.36,72,99,4.76,overcast clouds
697,Mogadishu,SO,2.0371,45.3438,78.44,82,85,17.96,overcast clouds
698,Katra,IN,32.9833,74.95,78.94,31,1,9.57,clear sky
699,Ishigaki,JP,24.3448,124.1572,84.33,94,75,8.05,broken clouds
700,Hasaki,JP,35.7333,140.8333,64.29,83,100,14.0,light rain
701,Cascais,PT,38.6979,-9.4215,72.97,71,4,5.99,clear sky
702,Esna,EG,25.2934,32.554,85.1,24,0,8.84,clear sky
703,Dandong,CN,40.1292,124.3947,61.18,69,100,1.77,overcast clouds
704,Bloemendaal,NL,52.4,4.6167,58.93,81,0,5.75,clear sky
705,Shache,CN,38.4167,77.2406,76.71,18,46,11.36,scattered clouds
706,Kamalapuram,IN,14.5833,78.65,86.4,58,100,10.04,heavy intensity rain
707,Richards Bay,ZA,-28.783,32.0377,67.3,61,100,9.69,overcast clouds
708,Cuamba,MZ,-14.8031,36.5372,60.48,59,47,1.59,scattered clouds
709,Rongcheng,CN,30.634,117.8517,73.89,85,1,1.59,clear sky
710,Chapayevka,UA,47.4711,36.3451,61.14,91,77,1.77,broken clouds
